method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
RLF,hybrid,,,1,2,1q⊗2t,75,0.998101602,0.001719787,3
RLF,hybrid,,,1,2,1q⊗2t,76,0.998416205,0.00151984,3
RLF,hybrid,,,1,2,1q⊗2t,77,0.998416205,0.00151984,3
RLF,hybrid,,,1,2,1q⊗2t,78,0.9990473,2.18E-14,3
RLF,hybrid,,,1,2,1q⊗2t,79,0.9993441,7.16E-15,3
RLF,hybrid,,,1,2,1q⊗2t,80,0.99961407,3.38E-14,2
RLF,hybrid,,,1,2,1q⊗2t,81,0.99988527,1.31E-14,2
RLF,hybrid,,,1,2,1q⊗2t,82,0.9999472,1.37E-14,1
RLF,hybrid,,,1,2,1q⊗2t,83,1,2.71E-14,1
RLF,hybrid,,,1,2,1q⊗2t,84,1,1.89E-14,1
RLF,hybrid,,,1,2,1q⊗2t,85,1,1.36E-14,1
RLF,hybrid,,,1,2,1q⊗2t,86,1,3.24E-14,1
RLF,hybrid,,,1,2,1q⊗2t,87,1,4.43E-14,1
RLF,hybrid,,,1,2,1q⊗2t,88,1,1.82E-14,1
RLF,hybrid,,,1,2,1q⊗2t,89,1,2.11E-14,1
RLF,hybrid,,,1,2,1q⊗2t,90,1,1.55E-14,1
RLF,hybrid,,,1,2,1q⊗2t,91,1,2.92E-14,1
RLF,hybrid,,,2,1,2q⊗1t,1,0.85303814,0.01037136,8
RLF,hybrid,,,2,1,2q⊗1t,2,0.866583985,0.008391201,5
RLF,hybrid,,,2,1,2q⊗1t,3,0.881684663,0.011232647,5
RLF,hybrid,,,2,1,2q⊗1t,4,0.887999351,0.01236928,4
RLF,hybrid,,,2,1,2q⊗1t,5,0.894583326,0.009222543,4
RLF,hybrid,,,2,1,2q⊗1t,6,0.902249449,0.009451414,4
RLF,hybrid,,,2,1,2q⊗1t,7,0.911529532,0.008286533,4
RLF,hybrid,,,2,1,2q⊗1t,8,0.917247514,0.006722183,4
RLF,hybrid,,,2,1,2q⊗1t,9,0.921475061,0.008096745,4
RLF,hybrid,,,2,1,2q⊗1t,10,0.92995442,0.00550441,4
RLF,hybrid,,,2,1,2q⊗1t,11,0.933713048,0.006951048,4
RLF,hybrid,,,2,1,2q⊗1t,12,0.941819361,0.005736358,4
RLF,hybrid,,,2,1,2q⊗1t,13,0.94535754,0.005365427,4
RLF,hybrid,,,2,1,2q⊗1t,14,0.949628909,0.006750027,4
RLF,hybrid,,,2,1,2q⊗1t,15,0.954854549,0.008704009,4
RLF,hybrid,,,2,1,2q⊗1t,16,0.957132663,0.008513272,4
RLF,hybrid,,,2,1,2q⊗1t,17,0.960464931,0.007448119,4
RLF,hybrid,,,2,1,2q⊗1t,18,0.964145145,0.007363917,4
RLF,hybrid,,,2,1,2q⊗1t,19,0.967893535,0.008442257,4
RLF,hybrid,,,2,1,2q⊗1t,20,0.970698145,0.006877123,4
RLF,hybrid,,,2,1,2q⊗1t,21,0.974089318,0.006018732,4
RLF,hybrid,,,2,1,2q⊗1t,22,0.978974409,0.007283989,4
RLF,hybrid,,,2,1,2q⊗1t,23,0.987077548,0.007736821,4
RLF,hybrid,,,2,1,2q⊗1t,24,0.987643268,0.00761679,4
RLF,hybrid,,,2,1,2q⊗1t,25,0.992705037,0.004324086,4
RLF,hybrid,,,2,1,2q⊗1t,26,0.996354358,0.00353377,4
RLF,hybrid,,,2,1,2q⊗1t,27,0.998533,8.21E-15,4
RLF,hybrid,,,2,1,2q⊗1t,28,0.9991047,4.60E-14,3
RLF,hybrid,,,2,1,2q⊗1t,29,0.9993484,4.30E-14,3
RLF,hybrid,,,2,1,2q⊗1t,30,0.9994905,7.11E-15,3
RLF,hybrid,,,2,1,2q⊗1t,31,0.9996342,1.68E-14,2
RLF,hybrid,,,2,1,2q⊗1t,32,0.99979401,2.77E-14,2
RLF,hybrid,,,2,1,2q⊗1t,33,0.99987525,2.29E-14,2
RLF,hybrid,,,2,1,2q⊗1t,34,0.999903517,1.08E-14,2
RLF,hybrid,,,2,1,2q⊗1t,35,1,7.29E-15,1
RLF,hybrid,,,2,1,2q⊗1t,36,1,1.79E-14,1
RLF,hybrid,,,2,1,2q⊗1t,37,1,1.55E-14,1
RLF,hybrid,,,2,1,2q⊗1t,38,1,3.28E-15,1
RLF,hybrid,,,2,1,2q⊗1t,39,1,1.59E-14,1
RLF,hybrid,,,2,1,2q⊗1t,40,1,1.10E-14,1
RLF,hybrid,,,2,1,2q⊗1t,41,1,3.04E-14,1
GNN,qubit,2,2,2,0,,1,0.87942341,0.045230054,3
GNN,qubit,2,2,2,0,,2,0.905731307,0.037173602,2
GNN,qubit,2,2,2,0,,3,0.922570648,0.027434527,2
GNN,qubit,2,2,2,0,,4,0.939689668,0.025609404,2
GNN,qubit,2,2,2,0,,5,0.958008041,0.016154389,2
GNN,qubit,2,2,2,0,,6,0.979694587,0.014204037,2
GNN,qubit,2,2,2,0,,7,1,2.13E-14,2
GNN,qubit,2,3,3,0,,1,0.874674655,0.019440475,7
GNN,qubit,2,3,3,0,,2,0.888485472,0.017213399,4
GNN,qubit,2,3,3,0,,3,0.899764886,0.014635996,4
GNN,qubit,2,3,3,0,,4,0.908494975,0.013884713,4
GNN,qubit,2,3,3,0,,5,0.92006069,0.014464107,4
GNN,qubit,2,3,3,0,,6,0.929287933,0.014316694,4
GNN,qubit,2,3,3,0,,7,0.939109244,0.010847474,4
GNN,qubit,2,3,3,0,,8,0.944497756,0.011611651,4
GNN,qubit,2,3,3,0,,9,0.950095838,0.010653743,4
GNN,qubit,2,3,3,0,,10,0.957117814,0.01224338,4
GNN,qubit,2,3,3,0,,11,0.963692353,0.011046373,4
GNN,qubit,2,3,3,0,,12,0.973794104,0.008054317,3
GNN,qubit,2,3,3,0,,13,0.978077316,0.007478242,3
GNN,qubit,2,3,3,0,,14,0.981986186,0.009254508,3
GNN,qubit,2,3,3,0,,15,0.9918938,0.006403918,3
GNN,qubit,2,3,3,0,,16,0.996949206,0.00318601,2
GNN,qubit,2,3,3,0,,17,1,2.22E-15,2
GNN,qubit,2,4,4,0,,1,0.861135861,0.009313436,15
GNN,qubit,2,4,4,0,,2,0.869823673,0.008217251,15
GNN,qubit,2,4,4,0,,3,0.875359249,0.00782744,15
GNN,qubit,2,4,4,0,,4,0.881916008,0.006576986,14
GNN,qubit,2,4,4,0,,5,0.890345752,0.007385249,14
GNN,qubit,2,4,4,0,,6,0.897240349,0.007440852,14
GNN,qubit,2,4,4,0,,7,0.902110137,0.007316579,8
GNN,qubit,2,4,4,0,,8,0.906176487,0.008506047,8
GNN,qubit,2,4,4,0,,9,0.911743952,0.007929538,8
GNN,qubit,2,4,4,0,,10,0.91939312,0.008341856,8
GNN,qubit,2,4,4,0,,11,0.925000469,0.008753969,8
GNN,qubit,2,4,4,0,,12,0.929562918,0.006769199,8
GNN,qubit,2,4,4,0,,13,0.934856563,0.005976128,8
GNN,qubit,2,4,4,0,,14,0.9424291,0.006501421,8
GNN,qubit,2,4,4,0,,15,0.947210967,0.005832023,8
GNN,qubit,2,4,4,0,,16,0.95419922,0.005410404,8
GNN,qubit,2,4,4,0,,17,0.96074789,0.005942226,6
GNN,qubit,2,4,4,0,,18,0.969118024,0.007768527,6
GNN,qubit,2,4,4,0,,19,0.974719984,0.007909822,6
GNN,qubit,2,4,4,0,,20,0.978685789,0.007037984,6
GNN,qubit,2,4,4,0,,21,0.983956444,0.006647896,6
GNN,qubit,2,4,4,0,,22,0.985610714,0.006519779,5
GNN,qubit,2,4,4,0,,23,0.987195172,0.006684672,5
GNN,qubit,2,4,4,0,,24,0.989321126,0.004527804,5
GNN,qubit,2,4,4,0,,25,0.991848203,0.004118235,5
GNN,qubit,2,4,4,0,,26,0.994860233,0.004713622,4
GNN,qubit,2,4,4,0,,27,0.996894023,0.004713623,4
GNN,qubit,2,4,4,0,,28,0.997818489,0.005315249,3
GNN,qubit,2,4,4,0,,29,0.999414023,0.004687339,2
GNN,qubit,2,5,5,0,,1,0.854247722,0.005231465,31
GNN,qubit,2,5,5,0,,2,0.858654491,0.004664124,30
GNN,qubit,2,5,5,0,,3,0.862928457,0.004196116,30
GNN,qubit,2,5,5,0,,4,0.866448829,0.004643586,28
GNN,qubit,2,5,5,0,,5,0.870753701,0.00452319,28
GNN,qubit,2,5,5,0,,6,0.87510673,0.004813859,28
GNN,qubit,2,5,5,0,,7,0.878929749,0.004329091,28
GNN,qubit,2,5,5,0,,8,0.883092991,0.004265041,28
GNN,qubit,2,5,5,0,,9,0.88751618,0.004428937,28
GNN,qubit,2,5,5,0,,10,0.891138033,0.005013492,28
GNN,qubit,2,5,5,0,,11,0.894893477,0.005045082,28
GNN,qubit,2,5,5,0,,12,0.897895147,0.00517588,16
GNN,qubit,2,5,5,0,,13,0.90101619,0.004983375,16
GNN,qubit,2,5,5,0,,14,0.904876078,0.005556104,16
GNN,qubit,2,5,5,0,,15,0.908127204,0.005474544,16
GNN,qubit,2,5,5,0,,16,0.91185681,0.004642495,16
GNN,qubit,2,5,5,0,,17,0.914397184,0.004543869,16
GNN,qubit,2,5,5,0,,18,0.917860736,0.004446622,16
GNN,qubit,2,5,5,0,,19,0.921003377,0.004594508,16
GNN,qubit,2,5,5,0,,20,0.924615905,0.004747847,16
GNN,qubit,2,5,5,0,,21,0.928041708,0.005444757,16
GNN,qubit,2,5,5,0,,22,0.931137134,0.005907311,16
GNN,qubit,2,5,5,0,,23,0.934802392,0.005858459,16
GNN,qubit,2,5,5,0,,24,0.937874923,0.005445617,16
GNN,qubit,2,5,5,0,,25,0.940855004,0.005461543,16
GNN,qubit,2,5,5,0,,26,0.945107568,0.005521996,16
GNN,qubit,2,5,5,0,,27,0.948292527,0.005450641,16
GNN,qubit,2,5,5,0,,28,0.951449941,0.005234668,16
GNN,qubit,2,5,5,0,,29,0.955265524,0.005047925,16
GNN,qubit,2,5,5,0,,30,0.959245196,0.004159109,16
GNN,qubit,2,5,5,0,,31,0.962059802,0.003900068,16
GNN,qubit,2,5,5,0,,32,0.965854736,0.00386227,16
GNN,qubit,2,5,5,0,,33,0.970061866,0.003496927,16
GNN,qubit,2,5,5,0,,34,0.973410701,0.003577466,16
GNN,qubit,2,5,5,0,,35,0.977005204,0.002968074,12
GNN,qubit,2,5,5,0,,36,0.981116994,0.002744156,12
GNN,qubit,2,5,5,0,,37,0.984052153,0.002535217,12
GNN,qubit,2,5,5,0,,38,0.984344245,0.002578172,12
GNN,qubit,2,5,5,0,,39,0.985371645,0.002276793,12
GNN,qubit,2,5,5,0,,40,0.985607701,0.002186953,12
GNN,qubit,2,5,5,0,,41,0.986437696,0.002360778,12
GNN,qubit,2,5,5,0,,42,0.986439252,0.002311261,12
GNN,qubit,2,5,5,0,,43,0.987522752,0.002515212,12
GNN,qubit,2,5,5,0,,44,0.98825039,0.002194107,12
GNN,qubit,2,5,5,0,,45,0.990446025,0.002024876,12
GNN,qubit,2,5,5,0,,46,0.990589787,0.00218044,12
GNN,qubit,2,5,5,0,,47,0.990589787,0.00218044,12
GNN,qubit,2,5,5,0,,48,0.991328883,0.002291559,12
GNN,qubit,2,5,5,0,,49,0.991801761,0.002269428,10
GNN,qubit,2,5,5,0,,50,0.993904738,0.001289915,10
GNN,qubit,2,5,5,0,,51,0.994120978,0.001306733,10
GNN,qubit,2,5,5,0,,52,0.994120978,0.001306733,10
GNN,qubit,2,5,5,0,,53,0.994737997,0.001312946,10
GNN,qubit,2,5,5,0,,54,0.994737997,0.001312946,10
GNN,qubit,2,5,5,0,,55,0.995360272,0.00121229,10
GNN,qubit,2,5,5,0,,56,0.996209863,0.000886763,10
GNN,qubit,2,5,5,0,,57,0.996526073,0.001041191,9
GNN,qubit,2,5,5,0,,58,0.996526073,0.001041191,9
GNN,qubit,2,5,5,0,,59,0.996526073,0.001041191,9
GNN,qubit,2,5,5,0,,60,0.998882853,0.001047733,9
GNN,qubit,2,5,5,0,,61,0.998882853,0.001047732,8
GNN,qubit,2,5,5,0,,62,1,5.53E-15,8
GNN,qubit,2,5,5,0,,63,1,7.25E-15,6
GNN,qubit,2,5,5,0,,64,1,6.37E-15,6
GNN,qubit,2,5,5,0,,65,1,6.13E-15,3
GNN,qutrit,3,2,0,2,,1,0.868740792,0.018557125,4
GNN,qutrit,3,2,0,2,,2,0.880422063,0.017428632,4
GNN,qutrit,3,2,0,2,,3,0.884779547,0.018782515,4
GNN,qutrit,3,2,0,2,,4,0.889013241,0.020410309,4
GNN,qutrit,3,2,0,2,,5,0.897457168,0.021212586,4
GNN,qutrit,3,2,0,2,,6,0.903984657,0.02026576,3
GNN,qutrit,3,2,0,2,,7,0.909878055,0.016905582,3
GNN,qutrit,3,2,0,2,,8,0.915376763,0.017837953,3
GNN,qutrit,3,2,0,2,,9,0.918237369,0.015487156,3
GNN,qutrit,3,2,0,2,,10,0.922705916,0.017807231,3
GNN,qutrit,3,2,0,2,,11,0.926360372,0.016648555,3
GNN,qutrit,3,2,0,2,,12,0.929556159,0.017760348,3
GNN,qutrit,3,2,0,2,,13,0.931968696,0.018357599,3
GNN,qutrit,3,2,0,2,,14,0.936492439,0.016772424,2
GNN,qutrit,3,2,0,2,,15,0.939290873,0.017076777,2
GNN,qutrit,3,2,0,2,,16,0.939849968,0.018981785,2
GNN,qutrit,3,2,0,2,,17,0.944872294,0.020543999,2
GNN,qutrit,3,2,0,2,,18,0.948381678,0.018231494,2
GNN,qutrit,3,2,0,2,,19,0.952382864,0.015388476,2
GNN,qutrit,3,2,0,2,,20,0.955009466,0.01586927,2
GNN,qutrit,3,2,0,2,,21,0.961533234,0.014278564,2
GNN,qutrit,3,2,0,2,,22,0.966494231,0.011757626,2
GNN,qutrit,3,2,0,2,,23,0.970446374,0.012522278,2
GNN,qutrit,3,2,0,2,,24,0.976415085,0.008201634,2
GNN,qutrit,3,2,0,2,,25,0.979434999,0.009193186,2
GNN,qutrit,3,2,0,2,,26,0.983296029,0.008096402,2
GNN,qutrit,3,2,0,2,,27,0.986669207,0.005528992,2
GNN,qutrit,3,2,0,2,,28,0.99061462,0.004067282,2
GNN,qutrit,3,2,0,2,,29,0.994657058,0.003631812,2
GNN,qutrit,3,2,0,2,,30,1,2.37E-15,2
GNN,qutrit,3,2,0,2,,31,1,3.35E-15,2
GNN,qutrit,3,3,0,3,,1,0.857172969,0.005042061,12
GNN,qutrit,3,3,0,3,,2,0.862122356,0.005962833,12
GNN,qutrit,3,3,0,3,,3,0.86512359,0.005398994,11
GNN,qutrit,3,3,0,3,,4,0.868865724,0.005971236,10
GNN,qutrit,3,3,0,3,,5,0.87302129,0.00600438,9
GNN,qutrit,3,3,0,3,,6,0.875191357,0.006403719,9
GNN,qutrit,3,3,0,3,,7,0.877564748,0.006353613,9
GNN,qutrit,3,3,0,3,,8,0.879605707,0.006496285,9
GNN,qutrit,3,3,0,3,,9,0.881394334,0.006875566,9
GNN,qutrit,3,3,0,3,,10,0.883000275,0.006924021,9
GNN,qutrit,3,3,0,3,,11,0.884279875,0.006560118,9
GNN,qutrit,3,3,0,3,,12,0.886432173,0.006133036,9
GNN,qutrit,3,3,0,3,,13,0.887646311,0.006254986,9
GNN,qutrit,3,3,0,3,,14,0.889940401,0.005421955,9
GNN,qutrit,3,3,0,3,,15,0.894839458,0.005478439,8
GNN,qutrit,3,3,0,3,,16,0.895483157,0.005447187,8
GNN,qutrit,3,3,0,3,,17,0.896795915,0.005423937,8
GNN,qutrit,3,3,0,3,,18,0.897581528,0.00553122,8
GNN,qutrit,3,3,0,3,,19,0.898655405,0.005943305,8
GNN,qutrit,3,3,0,3,,20,0.90012542,0.006362768,7
GNN,qutrit,3,3,0,3,,21,0.900865409,0.005961247,7
GNN,qutrit,3,3,0,3,,22,0.902045616,0.00601741,7
GNN,qutrit,3,3,0,3,,23,0.902788324,0.006239536,7
GNN,qutrit,3,3,0,3,,24,0.903636292,0.006380464,7
GNN,qutrit,3,3,0,3,,25,0.904499503,0.00649073,7
GNN,qutrit,3,3,0,3,,26,0.905869351,0.006433001,7
GNN,qutrit,3,3,0,3,,27,0.907286619,0.006723761,7
GNN,qutrit,3,3,0,3,,28,0.907746921,0.006697057,6
GNN,qutrit,3,3,0,3,,29,0.908193501,0.006530846,6
GNN,qutrit,3,3,0,3,,30,0.909441213,0.006469967,6
GNN,qutrit,3,3,0,3,,31,0.910502291,0.006250031,6
GNN,qutrit,3,3,0,3,,32,0.911779228,0.006226353,6
GNN,qutrit,3,3,0,3,,33,0.913301224,0.005779795,6
GNN,qutrit,3,3,0,3,,34,0.914592261,0.005464079,6
GNN,qutrit,3,3,0,3,,35,0.916131664,0.005074871,6
GNN,qutrit,3,3,0,3,,36,0.917091568,0.005203757,6
GNN,qutrit,3,3,0,3,,37,0.917854383,0.00537272,6
GNN,qutrit,3,3,0,3,,38,0.918792564,0.00544609,6
GNN,qutrit,3,3,0,3,,39,0.919558246,0.004879261,6
GNN,qutrit,3,3,0,3,,40,0.920726522,0.004520812,6
GNN,qutrit,3,3,0,3,,41,0.921563796,0.0045181,6
GNN,qutrit,3,3,0,3,,42,0.92241718,0.004105719,6
GNN,qutrit,3,3,0,3,,43,0.923050505,0.004202351,6
GNN,qutrit,3,3,0,3,,44,0.923944394,0.005050495,6
GNN,qutrit,3,3,0,3,,45,0.924827991,0.005614059,6
GNN,qutrit,3,3,0,3,,46,0.926233637,0.005391954,6
GNN,qutrit,3,3,0,3,,47,0.927329893,0.005443853,6
GNN,qutrit,3,3,0,3,,48,0.928543568,0.005478735,6
GNN,qutrit,3,3,0,3,,49,0.929540607,0.005066871,6
GNN,qutrit,3,3,0,3,,50,0.930498912,0.004936874,6
GNN,qutrit,3,3,0,3,,51,0.931600763,0.005038135,6
GNN,qutrit,3,3,0,3,,52,0.932254225,0.004940525,6
GNN,qutrit,3,3,0,3,,53,0.932611899,0.00482908,6
GNN,qutrit,3,3,0,3,,54,0.933756654,0.005250992,6
GNN,qutrit,3,3,0,3,,55,0.935600229,0.004837536,6
GNN,qutrit,3,3,0,3,,56,0.936891143,0.005010848,6
GNN,qutrit,3,3,0,3,,57,0.937442083,0.004991309,6
GNN,qutrit,3,3,0,3,,58,0.937957387,0.005127326,6
GNN,qutrit,3,3,0,3,,59,0.938879561,0.005194647,6
GNN,qutrit,3,3,0,3,,60,0.939895006,0.00517386,6
GNN,qutrit,3,3,0,3,,61,0.940965671,0.004555836,6
GNN,qutrit,3,3,0,3,,62,0.942607177,0.004898067,6
GNN,qutrit,3,3,0,3,,63,0.943402175,0.004727683,6
GNN,qutrit,3,3,0,3,,64,0.94487764,0.004487539,6
GNN,qutrit,3,3,0,3,,65,0.945387913,0.004368766,6
GNN,qutrit,3,3,0,3,,66,0.94631315,0.004570389,6
GNN,qutrit,3,3,0,3,,67,0.948931808,0.004799165,6
GNN,qutrit,3,3,0,3,,68,0.949658624,0.004691187,6
GNN,qutrit,3,3,0,3,,69,0.95077902,0.004646039,6
GNN,qutrit,3,3,0,3,,70,0.952422833,0.005136722,6
GNN,qutrit,3,3,0,3,,71,0.952779734,0.005270432,6
GNN,qutrit,3,3,0,3,,72,0.953509503,0.005574975,6
GNN,qutrit,3,3,0,3,,73,0.954512274,0.005661372,5
GNN,qutrit,3,3,0,3,,74,0.955419374,0.005280041,5
GNN,qutrit,3,3,0,3,,75,0.955726092,0.005153599,5
GNN,qutrit,3,3,0,3,,76,0.956485666,0.004903742,5
GNN,qutrit,3,3,0,3,,77,0.95729547,0.005007283,5
GNN,qutrit,3,3,0,3,,78,0.958398727,0.004758693,4
GNN,qutrit,3,3,0,3,,79,0.959196856,0.004794495,4
GNN,qutrit,3,3,0,3,,80,0.959733103,0.004891762,4
GNN,qutrit,3,3,0,3,,81,0.9603357,0.004773257,4
GNN,qutrit,3,3,0,3,,82,0.961226971,0.004741542,4
GNN,qutrit,3,3,0,3,,83,0.962058126,0.005097759,4
GNN,qutrit,3,3,0,3,,84,0.962545902,0.004919914,4
GNN,qutrit,3,3,0,3,,85,0.963243518,0.004652113,4
GNN,qutrit,3,3,0,3,,86,0.963987453,0.004644061,4
GNN,qutrit,3,3,0,3,,87,0.964668427,0.0046405,4
GNN,qutrit,3,3,0,3,,88,0.965251656,0.004803803,4
GNN,qutrit,3,3,0,3,,89,0.966170924,0.004210125,4
GNN,qutrit,3,3,0,3,,90,0.967235185,0.003923561,4
GNN,qutrit,3,3,0,3,,91,0.967979487,0.004207834,4
GNN,qutrit,3,3,0,3,,92,0.969064825,0.004407375,4
GNN,qutrit,3,3,0,3,,93,0.969868678,0.004179813,4
GNN,qutrit,3,3,0,3,,94,0.971128598,0.003634901,4
GNN,qutrit,3,3,0,3,,95,0.972356293,0.002896466,4
GNN,qutrit,3,3,0,3,,96,0.973491669,0.002663883,4
GNN,qutrit,3,3,0,3,,97,0.974526511,0.002446738,4
GNN,qutrit,3,3,0,3,,98,0.975885231,0.001901505,4
GNN,qutrit,3,3,0,3,,99,0.97688722,0.00221371,4
GNN,qutrit,3,3,0,3,,100,0.978505371,0.002397541,4
GNN,qutrit,3,3,0,3,,101,0.978716494,0.002391288,4
GNN,qutrit,3,3,0,3,,102,0.979360123,0.002323369,4
GNN,qutrit,3,3,0,3,,103,0.979643439,0.00212205,4
GNN,qutrit,3,3,0,3,,104,0.98030186,0.002052427,4
GNN,qutrit,3,3,0,3,,105,0.981087695,0.002211089,4
GNN,qutrit,3,3,0,3,,106,0.98172586,0.002044281,4
GNN,qutrit,3,3,0,3,,107,0.982991062,0.001946323,4
GNN,qutrit,3,3,0,3,,108,0.98367226,0.002173869,4
GNN,qutrit,3,3,0,3,,109,0.984753637,0.00229654,4
GNN,qutrit,3,3,0,3,,110,0.985833684,0.001496904,4
GNN,qutrit,3,3,0,3,,111,0.986460988,0.001296498,4
GNN,qutrit,3,3,0,3,,112,0.987294562,0.001284361,4
GNN,qutrit,3,3,0,3,,113,0.988353977,0.001295395,4
GNN,qutrit,3,3,0,3,,114,0.989169677,0.00113782,4
GNN,qutrit,3,3,0,3,,115,0.989372071,0.000985438,4
GNN,qutrit,3,3,0,3,,116,0.990139197,0.000916276,4
GNN,qutrit,3,3,0,3,,117,0.991334652,0.001244242,4
GNN,qutrit,3,3,0,3,,118,0.992502876,0.001579205,4
GNN,qutrit,3,3,0,3,,119,0.993841419,0.001539115,4
GNN,qutrit,3,3,0,3,,120,0.995166434,0.001805875,4
GNN,qutrit,3,3,0,3,,121,0.99637566,0.002158609,4
GNN,qutrit,3,3,0,3,,122,0.996754485,0.002119139,4
GNN,qutrit,3,3,0,3,,123,0.998186597,0.00194796,4
GNN,qutrit,3,3,0,3,,124,0.998186598,0.00194796,4
GNN,qutrit,3,3,0,3,,125,0.998186598,0.00194796,4
GNN,qutrit,3,3,0,3,,126,0.998186598,0.00194796,4
GNN,qutrit,3,3,0,3,,127,0.99939696,0.000598891,3
GNN,qutrit,3,3,0,3,,128,1,8.83E-15,3
GNN,hybrid,,,1,1,1q⊗1t,1,0.890268099,0.013793624,5
GNN,hybrid,,,1,1,1q⊗1t,2,0.902517954,0.018929295,3
GNN,hybrid,,,1,1,1q⊗1t,3,0.921556067,0.026045289,3
GNN,hybrid,,,1,1,1q⊗1t,4,0.92991658,0.02915233,2
GNN,hybrid,,,1,1,1q⊗1t,5,0.936562506,0.026559396,2
GNN,hybrid,,,1,1,1q⊗1t,6,0.937586303,0.031619267,2
GNN,hybrid,,,1,1,1q⊗1t,7,0.94374127,0.031766979,2
GNN,hybrid,,,1,1,1q⊗1t,8,0.95606274,0.018932727,2
GNN,hybrid,,,1,1,1q⊗1t,9,0.965646686,0.012207014,2
GNN,hybrid,,,1,1,1q⊗1t,10,0.976655746,0.014381611,2
GNN,hybrid,,,1,1,1q⊗1t,11,0.980682936,0.010351835,2
GNN,hybrid,,,1,1,1q⊗1t,12,0.986083751,0.012068908,2
GNN,hybrid,,,1,1,1q⊗1t,13,0.993456368,0.006176171,2
GNN,hybrid,,,1,1,1q⊗1t,14,1,5.09E-15,2
GNN,hybrid,,,1,1,1q⊗1t,15,1,5.51E-15,2
GNN,hybrid,,,1,2,1q⊗2t,1,0.864074136,0.004371303,10
GNN,hybrid,,,1,2,1q⊗2t,2,0.867425765,0.005221077,9
GNN,hybrid,,,1,2,1q⊗2t,3,0.872438621,0.004987476,9
GNN,hybrid,,,1,2,1q⊗2t,4,0.879131676,0.005177107,9
GNN,hybrid,,,1,2,1q⊗2t,5,0.882783325,0.00509763,8
GNN,hybrid,,,1,2,1q⊗2t,6,0.888846565,0.005559694,8
GNN,hybrid,,,1,2,1q⊗2t,7,0.893009677,0.00496648,8
GNN,hybrid,,,1,2,1q⊗2t,8,0.896328298,0.004771551,7
GNN,hybrid,,,1,2,1q⊗2t,9,0.90111996,0.004296137,7
GNN,hybrid,,,1,2,1q⊗2t,10,0.902982507,0.004635953,7
GNN,hybrid,,,1,2,1q⊗2t,11,0.909299198,0.005720761,6
GNN,hybrid,,,1,2,1q⊗2t,12,0.912906748,0.004481945,6
GNN,hybrid,,,1,2,1q⊗2t,13,0.915278453,0.003966976,6
GNN,hybrid,,,1,2,1q⊗2t,14,0.918920149,0.003584803,6
GNN,hybrid,,,1,2,1q⊗2t,15,0.921274588,0.003301955,6
GNN,hybrid,,,1,2,1q⊗2t,16,0.923709465,0.004788981,6
GNN,hybrid,,,1,2,1q⊗2t,17,0.926730462,0.004011562,6
GNN,hybrid,,,1,2,1q⊗2t,18,0.927957973,0.004102155,6
GNN,hybrid,,,1,2,1q⊗2t,19,0.931955992,0.005047318,6
GNN,hybrid,,,1,2,1q⊗2t,20,0.932995338,0.004789401,6
GNN,hybrid,,,1,2,1q⊗2t,21,0.934274337,0.005877232,5
GNN,hybrid,,,1,2,1q⊗2t,22,0.936422478,0.007243784,5
GNN,hybrid,,,1,2,1q⊗2t,23,0.939328445,0.006865488,5
GNN,hybrid,,,1,2,1q⊗2t,24,0.940998607,0.00659804,5
GNN,hybrid,,,1,2,1q⊗2t,25,0.943374789,0.005570795,5
GNN,hybrid,,,1,2,1q⊗2t,26,0.946556959,0.006498129,5
GNN,hybrid,,,1,2,1q⊗2t,27,0.948861732,0.007302742,5
GNN,hybrid,,,1,2,1q⊗2t,28,0.951214786,0.006005975,5
GNN,hybrid,,,1,2,1q⊗2t,29,0.95227682,0.005559884,5
GNN,hybrid,,,1,2,1q⊗2t,30,0.953001289,0.005109199,5
GNN,hybrid,,,1,2,1q⊗2t,31,0.953780521,0.005540903,5
GNN,hybrid,,,1,2,1q⊗2t,32,0.955588811,0.00563555,5
GNN,hybrid,,,1,2,1q⊗2t,33,0.956375853,0.006175403,5
GNN,hybrid,,,1,2,1q⊗2t,34,0.958974278,0.006292889,5
GNN,hybrid,,,1,2,1q⊗2t,35,0.959294468,0.006238849,5
GNN,hybrid,,,1,2,1q⊗2t,36,0.960100648,0.005672636,4
GNN,hybrid,,,1,2,1q⊗2t,37,0.962319372,0.00550301,4
GNN,hybrid,,,1,2,1q⊗2t,38,0.963786655,0.005713649,4
GNN,hybrid,,,1,2,1q⊗2t,39,0.966547422,0.004153824,4
GNN,hybrid,,,1,2,1q⊗2t,40,0.968384504,0.004690323,4
GNN,hybrid,,,1,2,1q⊗2t,41,0.96979137,0.004356199,4
GNN,hybrid,,,1,2,1q⊗2t,42,0.972384233,0.002998905,4
GNN,hybrid,,,1,2,1q⊗2t,43,0.973304126,0.002800982,4
GNN,hybrid,,,1,2,1q⊗2t,44,0.975301621,0.003650524,4
GNN,hybrid,,,1,2,1q⊗2t,45,0.977750119,0.003105295,4
GNN,hybrid,,,1,2,1q⊗2t,46,0.97962897,0.003014888,4
GNN,hybrid,,,1,2,1q⊗2t,47,0.98167773,0.002952251,4
