method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
GNN,hybrid,,,1,2,1q⊗2t,48,0.982697665,0.003734406,4
GNN,hybrid,,,1,2,1q⊗2t,49,0.985524931,0.002787551,4
GNN,hybrid,,,1,2,1q⊗2t,50,0.986440192,0.002134749,4
GNN,hybrid,,,1,2,1q⊗2t,51,0.987230696,0.002317209,4
GNN,hybrid,,,1,2,1q⊗2t,52,0.988517166,0.002239752,4
GNN,hybrid,,,1,2,1q⊗2t,53,0.98974036,0.001169819,4
GNN,hybrid,,,1,2,1q⊗2t,54,0.99338143,0.001282454,4
GNN,hybrid,,,1,2,1q⊗2t,55,0.995353764,0.001415273,4
GNN,hybrid,,,1,2,1q⊗2t,56,0.996310694,0.001408697,4
GNN,hybrid,,,1,2,1q⊗2t,57,0.99753433,0.00197002,4
GNN,hybrid,,,1,2,1q⊗2t,58,0.998251065,0.001650029,4
GNN,hybrid,,,1,2,1q⊗2t,59,0.999483702,0.00033728,3
GNN,hybrid,,,1,2,1q⊗2t,60,0.999483702,0.00033728,3
GNN,hybrid,,,1,2,1q⊗2t,61,0.999483702,0.000337279,3
GNN,hybrid,,,1,2,1q⊗2t,62,0.999483702,0.000337279,2
GNN,hybrid,,,1,2,1q⊗2t,63,0.999483702,0.00033728,2
GNN,hybrid,,,1,2,1q⊗2t,64,0.999483702,0.00033728,1
GNN,hybrid,,,2,1,2q⊗1t,1,0.858972832,0.008888286,11
GNN,hybrid,,,2,1,2q⊗1t,2,0.870748939,0.008925521,7
GNN,hybrid,,,2,1,2q⊗1t,3,0.878641142,0.009297618,7
GNN,hybrid,,,2,1,2q⊗1t,4,0.8877197,0.012275408,7
GNN,hybrid,,,2,1,2q⊗1t,5,0.892021692,0.011881523,6
GNN,hybrid,,,2,1,2q⊗1t,6,0.899827307,0.012507722,6
GNN,hybrid,,,2,1,2q⊗1t,7,0.908333493,0.012900797,6
GNN,hybrid,,,2,1,2q⊗1t,8,0.91821451,0.010730824,5
GNN,hybrid,,,2,1,2q⊗1t,9,0.920485963,0.01037899,4
GNN,hybrid,,,2,1,2q⊗1t,10,0.924886236,0.011364376,4
GNN,hybrid,,,2,1,2q⊗1t,11,0.92882051,0.012105171,4
GNN,hybrid,,,2,1,2q⊗1t,12,0.93235673,0.010814695,4
GNN,hybrid,,,2,1,2q⊗1t,13,0.935647901,0.010602241,4
GNN,hybrid,,,2,1,2q⊗1t,14,0.938743029,0.011463679,4
GNN,hybrid,,,2,1,2q⊗1t,15,0.945231094,0.013326036,4
GNN,hybrid,,,2,1,2q⊗1t,16,0.947325728,0.012573157,4
GNN,hybrid,,,2,1,2q⊗1t,17,0.95213304,0.008708678,4
GNN,hybrid,,,2,1,2q⊗1t,18,0.956745783,0.009067089,4
GNN,hybrid,,,2,1,2q⊗1t,19,0.958851706,0.008227863,4
GNN,hybrid,,,2,1,2q⊗1t,20,0.960787533,0.009176015,4
GNN,hybrid,,,2,1,2q⊗1t,21,0.965770052,0.00760116,3
GNN,hybrid,,,2,1,2q⊗1t,22,0.969682258,0.008421016,3
GNN,hybrid,,,2,1,2q⊗1t,23,0.975065284,0.006507423,3
GNN,hybrid,,,2,1,2q⊗1t,24,0.978455326,0.006075565,3
GNN,hybrid,,,2,1,2q⊗1t,25,0.980913686,0.007654267,3
GNN,hybrid,,,2,1,2q⊗1t,26,0.985359801,0.007768519,3
GNN,hybrid,,,2,1,2q⊗1t,27,0.991828241,0.005650869,3
GNN,hybrid,,,2,1,2q⊗1t,28,0.995476056,0.003962706,3
GNN,hybrid,,,2,1,2q⊗1t,29,0.995476056,0.003962706,3
GNN,hybrid,,,2,1,2q⊗1t,30,0.995476056,0.003962706,3
GNN,hybrid,,,2,1,2q⊗1t,31,0.995476056,0.003962705,3
GNN,hybrid,,,2,1,2q⊗1t,32,0.998901175,0.001229721,3
GNN,hybrid,,,2,1,2q⊗1t,33,0.998901174,0.001229721,2
GNN,hybrid,,,2,1,2q⊗1t,34,0.998901174,0.001229722,2
ILP,qubit,2,2,2,0,,1,0.896173605,0.043205197,3
ILP,qubit,2,2,2,0,,2,0.926188962,0.036133786,3
ILP,qubit,2,2,2,0,,3,0.938650175,0.032293884,3
ILP,qubit,2,2,2,0,,4,0.960684729,0.023864484,3
ILP,qubit,2,2,2,0,,5,1,4.39E-15,3
ILP,qubit,2,3,3,0,,1,0.864448487,0.015549412,7
ILP,qubit,2,3,3,0,,2,0.878322375,0.014962944,7
ILP,qubit,2,3,3,0,,3,0.895232876,0.011274822,7
ILP,qubit,2,3,3,0,,4,0.906364671,0.016499493,7
ILP,qubit,2,3,3,0,,5,0.926926123,0.013949851,7
ILP,qubit,2,3,3,0,,6,0.943646551,0.010658451,7
ILP,qubit,2,3,3,0,,7,0.965322965,0.015315598,7
ILP,qubit,2,3,3,0,,8,0.986329727,0.008442866,7
ILP,qubit,2,3,3,0,,9,0.999982168,0.008385692,7
ILP,qubit,2,4,4,0,,1,0.856938957,0.010259489,15
ILP,qubit,2,4,4,0,,2,0.866414408,0.009808969,15
ILP,qubit,2,4,4,0,,3,0.875613474,0.011402409,15
ILP,qubit,2,4,4,0,,4,0.883540214,0.012623588,15
ILP,qubit,2,4,4,0,,5,0.891292521,0.014157699,15
ILP,qubit,2,4,4,0,,6,0.89913248,0.012757352,15
ILP,qubit,2,4,4,0,,7,0.90686497,0.013780584,15
ILP,qubit,2,4,4,0,,8,0.913505473,0.013066637,15
ILP,qubit,2,4,4,0,,9,0.922511706,0.011564517,15
ILP,qubit,2,4,4,0,,10,0.927722359,0.010408136,15
ILP,qubit,2,4,4,0,,11,0.937316391,0.009172036,15
ILP,qubit,2,4,4,0,,12,0.94275631,0.008804185,15
ILP,qubit,2,4,4,0,,13,0.951808218,0.006246082,15
ILP,qubit,2,4,4,0,,14,0.960428123,0.00579555,15
ILP,qubit,2,4,4,0,,15,0.971331777,0.004729838,15
ILP,qubit,2,4,4,0,,16,0.987928891,0.002825939,15
ILP,qubit,2,4,4,0,,17,0.999846343,0.002616919,15
ILP,qutrit,3,2,0,2,,1,0.853330894,0.002694596,8
ILP,qutrit,3,2,0,2,,2,0.875768921,0.002904037,5
ILP,qutrit,3,2,0,2,,3,0.889386098,0.002712214,5
ILP,qutrit,3,2,0,2,,4,0.894864715,0.003356791,3
ILP,qutrit,3,2,0,2,,5,0.915867226,0.002121858,3
ILP,qutrit,3,2,0,2,,6,0.926871087,0.002441047,3
ILP,qutrit,3,2,0,2,,7,0.937873722,0.002320283,3
ILP,qutrit,3,2,0,2,,8,0.948761069,0.002579913,3
ILP,qutrit,3,2,0,2,,9,0.959878753,0.002595991,3
ILP,qutrit,3,2,0,2,,10,0.969188042,0.002541998,3
ILP,qutrit,3,2,0,2,,11,0.979388097,0.002359614,3
ILP,qutrit,3,2,0,2,,12,0.985958826,0.002783952,3
ILP,qutrit,3,2,0,2,,13,0.990841669,0.002729016,3
ILP,qutrit,3,2,0,2,,14,0.991872451,0.00254606,2
ILP,qutrit,3,2,0,2,,15,0.992598926,0.003358762,2
ILP,qutrit,3,2,0,2,,16,0.993891962,0.002872498,2
ILP,qutrit,3,2,0,2,,17,0.994894674,0.002234898,2
ILP,qutrit,3,2,0,2,,18,0.995897231,0.002996558,2
ILP,qutrit,3,2,0,2,,19,0.996898756,0.003170096,2
ILP,qutrit,3,2,0,2,,20,0.997020569,0.00345189,2
ILP,qutrit,3,2,0,2,,21,0.998359033,0.003597854,2
ILP,qutrit,3,2,0,2,,22,0.99897359,0.003597854,2
ILP,qutrit,3,2,0,2,,23,0.999223932,0.004111982,2
ILP,qutrit,3,2,0,2,,24,0.999556473,0.004543784,2
ILP,qutrit,3,2,0,2,,25,0.999649532,0.00433828,2
ILP,qutrit,3,2,0,2,,26,0.999760318,0.003765107,2
ILP,qutrit,3,2,0,2,,27,0.99989403,0.003773156,2
ILP,qutrit,3,2,0,2,,28,0.999975322,0.003548061,2
ILP,qutrit,3,2,0,2,,29,0.999991056,0.003425087,2
ILP,hybrid,,,1,1,1q⊗1t,1,0.871911794,0.025196713,5
ILP,hybrid,,,1,1,1q⊗1t,2,0.894332299,0.028336118,4
ILP,hybrid,,,1,1,1q⊗1t,3,0.908807484,0.030372035,4
ILP,hybrid,,,1,1,1q⊗1t,4,0.920414622,0.031743714,3
ILP,hybrid,,,1,1,1q⊗1t,5,0.936756095,0.037712345,3
ILP,hybrid,,,1,1,1q⊗1t,6,0.947173783,0.022835093,2
ILP,hybrid,,,1,1,1q⊗1t,7,0.950930719,0.018166605,2
ILP,hybrid,,,1,1,1q⊗1t,8,0.957355226,0.021500925,2
ILP,hybrid,,,1,1,1q⊗1t,9,0.961142721,0.022146115,2
ILP,hybrid,,,1,1,1q⊗1t,10,0.963797002,0.023255865,2
ILP,hybrid,,,1,1,1q⊗1t,11,0.971418405,0.022686217,2
ILP,hybrid,,,1,1,1q⊗1t,12,0.984538636,0.012085328,2
ILP,hybrid,,,1,1,1q⊗1t,13,1,9.59E-16,2
ILP,hybrid,,,1,2,1q⊗2t,1,0.860758458,0.008774596,17
ILP,hybrid,,,1,2,1q⊗2t,2,0.867498316,0.009700051,12
ILP,hybrid,,,1,2,1q⊗2t,3,0.87497202,0.00835285,12
ILP,hybrid,,,1,2,1q⊗2t,4,0.879887207,0.007731255,12
ILP,hybrid,,,1,2,1q⊗2t,5,0.888985361,0.008662621,12
ILP,hybrid,,,1,2,1q⊗2t,6,0.892423251,0.007383613,12
ILP,hybrid,,,1,2,1q⊗2t,7,0.896624544,0.007534658,8
ILP,hybrid,,,1,2,1q⊗2t,8,0.89903,0.007721124,8
ILP,hybrid,,,1,2,1q⊗2t,9,0.902872362,0.006410955,8
ILP,hybrid,,,1,2,1q⊗2t,10,0.90541559,0.006091884,8
ILP,hybrid,,,1,2,1q⊗2t,11,0.908806511,0.004616223,7
ILP,hybrid,,,1,2,1q⊗2t,12,0.911676402,0.005487888,7
ILP,hybrid,,,1,2,1q⊗2t,13,0.91453701,0.005665685,6
ILP,hybrid,,,1,2,1q⊗2t,14,0.919574676,0.006518891,6
ILP,hybrid,,,1,2,1q⊗2t,15,0.922268238,0.006553039,6
ILP,hybrid,,,1,2,1q⊗2t,16,0.925647892,0.006377903,6
ILP,hybrid,,,1,2,1q⊗2t,17,0.928308418,0.007882361,6
ILP,hybrid,,,1,2,1q⊗2t,18,0.930789457,0.008135313,6
ILP,hybrid,,,1,2,1q⊗2t,19,0.93355537,0.00802721,6
ILP,hybrid,,,1,2,1q⊗2t,20,0.93355537,0.00802721,6
ILP,hybrid,,,1,2,1q⊗2t,21,0.936018134,0.007689005,5
ILP,hybrid,,,1,2,1q⊗2t,22,0.938265909,0.007999447,5
ILP,hybrid,,,1,2,1q⊗2t,23,0.939891468,0.007335394,5
ILP,hybrid,,,1,2,1q⊗2t,24,0.943347712,0.006702199,5
ILP,hybrid,,,1,2,1q⊗2t,25,0.946207933,0.005126067,5
ILP,hybrid,,,1,2,1q⊗2t,26,0.946616215,0.005687198,5
ILP,hybrid,,,1,2,1q⊗2t,27,0.946692443,0.005997681,5
ILP,hybrid,,,1,2,1q⊗2t,28,0.94685499,0.006086772,5
ILP,hybrid,,,1,2,1q⊗2t,29,0.948484536,0.005838909,5
ILP,hybrid,,,1,2,1q⊗2t,30,0.950730961,0.004954776,4
ILP,hybrid,,,1,2,1q⊗2t,31,0.952716649,0.004261675,4
ILP,hybrid,,,1,2,1q⊗2t,32,0.955362587,0.004681824,4
ILP,hybrid,,,1,2,1q⊗2t,33,0.957534461,0.004637755,4
ILP,hybrid,,,1,2,1q⊗2t,34,0.959142579,0.00559817,4
ILP,hybrid,,,1,2,1q⊗2t,35,0.961527854,0.00518398,4
ILP,hybrid,,,1,2,1q⊗2t,36,0.963313257,0.005109475,4
ILP,hybrid,,,1,2,1q⊗2t,37,0.966118029,0.004402583,4
ILP,hybrid,,,1,2,1q⊗2t,38,0.96770871,0.004214102,4
ILP,hybrid,,,1,2,1q⊗2t,39,0.969709275,0.003826252,4
ILP,hybrid,,,1,2,1q⊗2t,40,0.971381156,0.003658871,4
ILP,hybrid,,,1,2,1q⊗2t,41,0.973123569,0.00340035,4
ILP,hybrid,,,1,2,1q⊗2t,42,0.974990513,0.002738531,4
ILP,hybrid,,,1,2,1q⊗2t,43,0.977992799,0.002974786,4
ILP,hybrid,,,1,2,1q⊗2t,44,0.978847716,0.003553038,4
ILP,hybrid,,,1,2,1q⊗2t,45,0.979954111,0.0034138,4
ILP,hybrid,,,1,2,1q⊗2t,46,0.980123117,0.003599243,4
ILP,hybrid,,,1,2,1q⊗2t,47,0.981933186,0.003222971,4
ILP,hybrid,,,1,2,1q⊗2t,48,0.981933186,0.003222971,4
ILP,hybrid,,,1,2,1q⊗2t,49,0.983723949,0.003552377,3
ILP,hybrid,,,1,2,1q⊗2t,50,0.98372395,0.003552377,3
ILP,hybrid,,,1,2,1q⊗2t,51,0.986034811,0.002998949,3
ILP,hybrid,,,1,2,1q⊗2t,52,0.988290284,0.002477458,3
ILP,hybrid,,,1,2,1q⊗2t,53,0.989037257,0.003069674,3
ILP,hybrid,,,1,2,1q⊗2t,54,0.989548119,0.002964553,3
ILP,hybrid,,,1,2,1q⊗2t,55,0.991573963,0.002006436,2
ILP,hybrid,,,1,2,1q⊗2t,56,0.992651287,0.001964495,2
ILP,hybrid,,,1,2,1q⊗2t,57,0.998265129,0.001964495,1
ILP,hybrid,,,2,1,2q⊗1t,1,0.865795407,0.007172679,11
ILP,hybrid,,,2,1,2q⊗1t,2,0.874532752,0.007700165,10
ILP,hybrid,,,2,1,2q⊗1t,3,0.882815257,0.009256857,8
ILP,hybrid,,,2,1,2q⊗1t,4,0.893843957,0.009653493,8
ILP,hybrid,,,2,1,2q⊗1t,5,0.901124223,0.011098921,8
ILP,hybrid,,,2,1,2q⊗1t,6,0.910841507,0.012399096,7
ILP,hybrid,,,2,1,2q⊗1t,7,0.914270524,0.013933596,7
ILP,hybrid,,,2,1,2q⊗1t,8,0.922466113,0.013826573,7
ILP,hybrid,,,2,1,2q⊗1t,9,0.925835932,0.012657457,6
ILP,hybrid,,,2,1,2q⊗1t,10,0.930692758,0.011998726,6
ILP,hybrid,,,2,1,2q⊗1t,11,0.935318116,0.014109415,5
ILP,hybrid,,,2,1,2q⊗1t,12,0.938630519,0.012685892,5
ILP,hybrid,,,2,1,2q⊗1t,13,0.940577381,0.014176566,5
ILP,hybrid,,,2,1,2q⊗1t,14,0.948227009,0.015227051,5
ILP,hybrid,,,2,1,2q⊗1t,15,0.95407353,0.016657366,5
ILP,hybrid,,,2,1,2q⊗1t,16,0.957968504,0.015294853,4
ILP,hybrid,,,2,1,2q⊗1t,17,0.96209733,0.013590753,4
ILP,hybrid,,,2,1,2q⊗1t,18,0.964994999,0.012971339,4
ILP,hybrid,,,2,1,2q⊗1t,19,0.967929922,0.0125364,4
ILP,hybrid,,,2,1,2q⊗1t,20,0.975136086,0.009530208,4
ILP,hybrid,,,2,1,2q⊗1t,21,0.982372516,0.006535458,3
ILP,hybrid,,,2,1,2q⊗1t,22,0.997135969,0.003543499,3
ILP,hybrid,,,2,1,2q⊗1t,23,0.997135969,0.0035435,3
ILP,hybrid,,,2,1,2q⊗1t,24,0.997135969,0.003543499,2
ILP,hybrid,,,2,1,2q⊗1t,25,0.997135969,0.003543499,1
